# accessed: February 2018
Species_ID	Species_name_compact	Publication_count
992406	Riemerella anatipestifer	161
509190	Caulobacter segnis	8
509191	Acetivibrio cellulolyticus	33
425104	Shewanella sediminis	5
456442	Methanoregula boonei	5
273075	Thermoplasma acidophilum	427
580332	Sideroxydans lithotrophicus	17
580331	Thermoanaerobacter italicus	5
5833	Plasmodium falciparum	26907
8083	Xiphophorus maculatus	229
160490	Streptococcus pyogenes	12708
160492	Xylella fastidiosa	539
722438	Mycoplasma pneumoniae	2805
4513	Hordeum vulgare	8527
322098	Phytoplasma asteris	54
1117943	Sinorhizobium fredii HH103	38
996637	Streptomyces griseoaurantiacus	7
438753	Azorhizobium caulinodans	59
1111676	Mycoplasma haemocanis	57
981383	Ornithinibacillus scapharcae	3
657321	Ruminococcus bromii	45
350054	Mycobacterium gilvum	10015
657323	Ruminococcus sp. SR15	0
657322	Faecalibacterium prausnitzii SL33	361
657324	Butyrivibrio fibrisolvens	4
862908	Bacteriovorax marinus	4
350058	Mycobacterium vanbaalenii	59
1046627	Bizionia argentinensis	9
314315	Lactobacillus sakei	15
107806	Buchnera aphidicola APS	16
397945	Acidovorax citrulli	61
498848	Thermus aquaticus	639
397948	Caldivirga maquilingensis	12
991905	Polymorphum gilvum	5
39946	Oryza sativa Indica	1597
39947	Oryza sativa Japonica	1639
411903	Collinsella aerofaciens	31
697282	Methylobacter tundripaludum	13
697281	Mahella australiensis	4
314225	Erythrobacter litoralis	29
203907	Blochmannia floridanus	22
908340	Clostridium sp. HGF2	1
908612	Alistipes sp. HGB5	1
166314	Synechococcus sp. WH8109	2
530564	Pirellula staleyi	9
562970	Kyrpidia tusciae	3
4896	Schizosaccharomyces pombe	9409
290338	Citrobacter koseri	89
563008	Prevotella oris	68
350688	Alkaliphilus oremlandii	9
235279	Helicobacter hepaticus	154
9544	Macaca mulatta	38314
59689	Arabidopsis lyrata	344
582744	Methylovorus glucosetrophus	3
41431	Cyanothece sp. PCC8801	0
742159	Achromobacter piechaudii	16
390333	Lactobacillus delbrueckii	346
888060	Centipeda periodontii	11
99287	Salmonella enterica LT2	747
283942	Idiomarina loihiensis	15
45351	Nematostella vectensis	319
745277	Rahnella aquatilis	77
768726	Streptococcus mitis F0392	1684
105559	Nitrosococcus watsonii	1
419610	Methylobacterium extorquens PA1	7
71421	Haemophilus influenzae	13238
610130	Clostridium saccharolyticum WM1	1
9031	Gallus gallus	112314
371731	Rhodobacter sp. SW2	4
767100	Parvimonas sp. F0139	31
203275	Tannerella forsythia	52
543526	Haloterrigena turkmenica	15
471821	uncultured Tg1 bacterium RsD17	2
585530	Brevibacterium mcbrellneri	7
585531	Aeromicrobium marinum	5
264201	Protochlamydia amoebophila	28
264202	Chlamydophila felis	147
243276	Treponema pallidum	3696
243277	Vibrio cholerae O1	602
243274	Thermotoga maritima	1108
243275	Treponema denticola	531
243272	Mycoplasma arthritidis	37
243273	Mycoplasma genitalium	545
525282	Finegoldia magna ATCC53516	94
272843	Pasteurella multocida	1806
272844	Pyrococcus abyssi	135
521674	Planctomyces limnophilus	15
575588	Acinetobacter lwoffii	273
575589	Acinetobacter radioresistens	112
575584	Acinetobacter baumannii	3979
575586	Acinetobacter johnsonii	162
575587	Acinetobacter junii	152
553207	Corynebacterium matruchotii	37
352165	Pyramidobacter piscolens	7
553204	Corynebacterium amycolatum	92
591157	Streptomyces sp. SPB78	2
591159	Streptomyces viridochromogenes	113
591158	Streptomyces sp. AA4	2
234826	Anaplasma marginale StMaries	1155
7165	Anopheles gambiae	12397
525378	Staphylococcus epidermidis M23864W1	12643
525379	Streptococcus equinus	620
860228	Capnocytophaga canimorsus	236
525373	Sphingobacterium spiritivorum	19
693979	Bacteroides helcogenes	5
66692	Bacillus clausii	4
457396	Clostridium sp. 7243FAA	1247
457398	Desulfovibrio sp. 31syn3	254
693977	Deinococcus proteolyticus	17
565655	Enterococcus casseliflavus	449
283166	Bartonella henselae	1231
283165	Bartonella quintana	291
439375	Ochrobactrum anthropi	168
306263	Campylobacter lari	72
862751	Streptomyces sp. SirexAAE	3637
338187	Vibrio harveyi	1458
642492	Clostridium lentocellum	7
589865	Desulfurivibrio alkaliphilus	7
945021	Tetragenococcus halophilus	72
457570	Natranaerobius thermophilus	7
343509	Sodalis glossinidius	82
177437	Desulfobacterium autotrophicum	21
1033837	Lactobacillus kefiranofaciens	66
177439	Desulfotalea psychrophila	13
537021	Liberibacter asiaticus	280
575564	Acinetobacter sp. RUH2624	0
31033	Takifugu rubripes	554
393305	Yersinia enterocolitica	3646
526225	Geodermatophilus obscurus	20
526224	Brachyspira murdochii	53
526227	Meiothermus silvanus	9
526226	Gordonia bronchialis	29
526221	Verticillium albo	115
526222	Desulfovibrio salexigens	19
873448	Streptococcus porcinus	27
873449	Streptococcus criceti	13
4787	Phytophthora infestans	392
1051632	Sulfobacillus acidophilus	22
326442	Pseudoalteromonas haloplanktis TAC125	55
5821	Plasmodium berghei	4767
762984	Bacteroides clarus	2
5825	Plasmodium chabaudi	672
762983	Succinatimonas hippei	2
8090	Oryzias latipes	2281
656024	Frankia sp. Daglo	0
511062	Oceanimonas sp. GK1	2
469378	Cryptobacterium curtum	7
1041826	Flavobacterium columnare	249
160488	Pseudomonas putida KT2440	536
469371	Thermobispora bispora	9
634504	Bartonella grahamii	72
634503	Edwardsiella ictaluri	187
634500	Erwinia billingiae	21
358681	Brevibacillus brevis	81
613026	Helicobacter bilis	160
536227	Clostridium carboxidivorans	32
1027292	Sporosarcina newyorkensis	1
657318	Eubacterium rectale	191
657319	Eubacterium siraeum	5
1034807	Flavobacterium branchiophilum	18
657314	Ruminococcus obeum A2162	0
1034808	Mycoplasma anatis	23
223283	Pseudomonas syringae tomato	335
657313	Ruminococcus torques L214	0
904294	Streptococcus sp. F0418	99893
904296	Oribacterium sp. F0425	2
5911	Tetrahymena thermophila	1147
904293	Streptococcus downei	62
649638	Truepera radiovictrix	4
649639	Bacillus cellulosilyticus	10
320483	Anaplasma marginale Florida	5
61853	Nomascus leucogenys	52
4558	Sorghum bicolor	1775
4555	Setaria italica	209
997352	Prevotella nigrescens	101
314231	Fulvimarina pelagi	8
314230	Blastopirellula marina	11
314232	Loktanella vestfoldensis	1
553184	Atopobium rimae	18
891391	Lactobacillus acidophilus 30SC	5
426114	Thiomonas sp. 3As	4
426117	Methylobacterium sp. 446	0
515618	Riesia pediculicola	6
342108	Magnetospirillum magneticum	122
1116375	Vibrio sp. EJY3	9
9483	Callithrix jacchus	3486
926569	Anaerolinea thermophila	4
641892	Sulcia muelleri DMIN	1
553973	Clostridium hylemonae	4
4952	Yarrowia lipolytica	847
4950	Torulaspora delbrueckii	44
4956	Zygosaccharomyces rouxii	246
622312	Roseburia inulinivorans	18
322710	Azotobacter vinelandii	962
9739	Tursiops truncatus	708
349124	Halorhodospira halophila	103
1003200	Achromobacter xylosoxidans AXXA	0
1002339	Psychrobacter sp. 1501	0
1001530	Photobacterium leiognathi	222
269797	Methanosarcina barkeri	197
269796	Rhodospirillum rubrum	1365
269799	Geobacter metallireducens	165
269798	Cytophaga hutchinsonii	57
645127	Corynebacterium kroppenstedtii	23
690850	Desulfovibrio africanus	11
465817	Erwinia tasmaniensis	30
864570	Streptococcus sp. 73H25AP	99893
83406	gamma proteobacterium HdN1	0
33178	Aspergillus terreus	1396
626369	Granulicatella elegans	28
344747	Planctomyces maris	9
190650	Caulobacter crescentus	835
1028805	Haemophilus haemolyticus M21621	1
317025	Thiomicrospira crunogena	25
203267	Tropheryma whipplei	211
1028803	Haemophilus haemolyticus M19501	1
717608	Clostridium saccharolyticum K10	2
693746	Oscillibacter valericigenes	7
400682	Amphimedon queenslandica	88
269084	Synechococcus elongatus PCC6301	3
223926	Vibrio parahaemolyticus	2225
717606	Paenibacillus curdlanolyticus	33
795359	Thermodesulfobacterium sp. OPB45	0
743722	Sphingobacterium sp. 21	6
743721	Pseudoxanthomonas suwonensis	8
243265	Photorhabdus luminescens	405
930171	Arthrobacter phenanthrenivorans	10
347256	Mycoplasma hominis	593
744980	Roseibium sp. TrichSKD4	8
375286	Janthinobacterium sp. Marseille	2
7176	Culex quinquefasciatus	2815
416591	Thermotoga lettingae	13
194439	Chlorobium tepidum	223
312309	Vibrio fischeri	1097
575590	Bacteroidetes sp. 274	6
419665	Methanococcus aeolicus	22
388399	Sagittula stellata	8
1026882	Methylophaga aminisulfidivorans	10
591167	Streptomyces flavogriseus	29
158878	Staphylococcus aureus Mu50	135
365659	Streptococcus mitis B6	8
218495	Streptococcus uberis	764
546414	Deinococcus deserti	22
218493	Salmonella bongori	94
218491	Pectobacterium atrosepticum	131
525365	Lactobacillus ultunensis	4
525367	Listeria grayi	156
525366	Lactobacillus vaginalis	479
284590	Kluyveromyces lactis	1451
243231	Geobacter sulfurreducens	520
370438	Pelotomaculum thermopropionicum	14
216895	Vibrio vulnificus	877
453591	Ignicoccus hospitalis	44
319795	Deinococcus geothermalis	73
331104	Blattabacterium sp. Bge	0
368407	Methanoculleus marisnigri	17
685035	Citromicrobium bathyomarinum	6
290633	Gluconobacter oxydans	224
1008459	Taylorella asinigenitalis	35
222891	Neorickettsia sennetsu	12
306254	Campylobacter coli	940
368408	Thermofilum pendens	13
266779	Chelativorans sp. BNC1	1
449673	Bacteroides stercoris	37
267377	Methanococcus maripaludis S2	17
392500	Shewanella woodyi	19
330214	Nitrospira defluvii	30
15368	Brachypodium distachyon	359
1000588	Streptococcus mitis SK95	0
595499	Sulcia muelleri SMDSEM	31
537011	Prevotella copri	33
644076	Silicibacter sp. TrichCH4B	1
212717	Clostridium tetani	886
575614	Prevotella sp. F0039	302
391589	Roseobacter sp. GAI101	173
574087	Acetohalobium arabaticum	4
639282	Deferribacter desulfuricans	5
639283	Starkeya novella	34
431947	Porphyromonas gingivalis ATCC33277	43
431943	Clostridium kluyveri	52
196162	Nocardioides sp. JS614	13
196164	Corynebacterium efficiens	32
13684	Phaeosphaeria nodorum	44
574556	Anaplasma centrale	19
431895	Monosiga brevicollis	81
1045856	Enterobacter cloacae EcWSU1	1
5691	Trypanosoma brucei	6817
3847	Glycine max	19004
207949	Bermanella marisrubri	3
550540	Ferrimonas balearica	7
596323	Leptotrichia goodfellowii	8
227941	Chlamydophila caviae	33
657309	Bacteroides xylanisolvens	31
596151	Desulfovibrio fructosovorans	50
862965	Haemophilus parainfluenzae	111
1036673	Paenibacillus mucilaginosus	17
1036674	Idiomarina sp. A28L	1
596324	Treponema vincentii	129
189518	Leptospira interrogans Lai	169
1112204	Gordonia polyisoprenivorans	29
367737	Arcobacter butzleri	326
261292	Nitrosomonas sp. Is79A3	1
379731	Pseudomonas stutzeri	352
79929	Methanothermobacter marburgensis	55
114615	Bradyrhizobium sp. ORS278	19
262724	Thermus thermophilus HB27	176
262723	Mycoplasma synoviae	114
351627	Caldicellulosiruptor saccharolyticus	88
456481	Leptospira biflexa	326
412965	Vesicomyosocius okutanii	5
134676	Actinoplanes sp. SE50110	163
264732	Moorella thermoacetica	131
401526	Thermosinus carboxydivorans	4
889201	Streptococcus cristatus	48
281090	Leifsonia xyli	38
436308	Nitrosopumilus maritimus	108
930942	Lactobacillus animalis	329
930946	Fructobacillus fructosus	9
930945	Sulfolobus islandicus	2145
568703	Lactobacillus rhamnosus	1041
555079	Thermosediminibacter oceani	4
226900	Bacillus cereus ATCC14579	26
2110	Mycoplasma agalactiae	113
387344	Lactobacillus brevis	274
679197	Segniliparus rugosus	9
290315	Chlorobium limicola	123
290317	Chlorobium phaeobacteroides DSM266	43
679191	Prevotella amnii	6
290318	Chlorobium phaeovibrioides	15
412030	Paramecium tetraurelia	311
864567	Streptococcus mitis ATCC6249	1684
176280	Staphylococcus epidermidis ATCC12228	20
864564	Parascardovia denticolens	14
641146	Scardovia inopinata	9
641147	Simonsiella muelleri	2
362948	Lactobacillus salivarius	29
641149	Neisseria sp. F0314	352
572480	Arcobacter nitrofigilis	19
380749	Hydrogenobaculum sp. Y04AAS1	2
436017	Ostreococcus lucimarinus	33
247156	Nocardia farcinica	381
33169	Eremothecium gossypii	77
570417	Wolbachia sp. Cq	0
198094	Bacillus anthracis Ames	209
138119	Desulfitobacterium hafniense	94
62977	Acinetobacter sp. ADP1	70
742821	Sutterella wadsworthensis	20
883	Desulfovibrio vulgaris Miyazaki	126
882	Desulfovibrio vulgaris Hildenborough	380
294746	Meyerozyma guilliermondii	71
294747	Candida tropicalis	706
679192	Bulleidia extructa	7
290400	Jannaschia sp. CCS1	2
290402	Clostridium beijerinckii	136
444158	Methanococcus maripaludis C6	1
682795	Granulicella mallensis	5
665959	Bacillus sp. 2A57CT2	5189
388413	Algoriphagus sp. PR1	2
1042163	Brevibacillus laterosporus	82
701176	Vibrio sp. N418	1
336963	Uncinocarpus reesii	15
253839	Streptomyces sp. C	1027
512564	Mycoplasma crocodyli	8
399795	Comamonas testosteroni KF1	0
3055	Chlamydomonas reinhardtii	3429
115713	Chlamydophila pneumoniae CWL029	18
171101	Streptococcus pneumoniae R6	223
864565	Eubacterium yurii	12
864563	Selenomonas sp. 67H29BP	50
278197	Pediococcus pentosaceus	13
264462	Bdellovibrio bacteriovorus	13
665571	Spirochaeta thermophila	12
339724	Ajellomyces capsulatus	19
986075	Caldalkalibacillus thermarum	12
353151	Cryptosporidium hominis	696
331113	Simkania negevensis	73
699184	Bacillus cereus SJ1	2
491952	Marinomonas posidonica	3
469008	Escherichia coli BL21DE3	23
744872	Spirochaeta caldaria	5
519442	Halorhabdus utahensis	12
519441	Streptobacillus moniliformis	40
252305	Oceanicola batsensis	9
547042	Bacteroides coprophilus	2
547043	Bifidobacterium pseudocatenulatum	3
575594	Lactobacillus coleohominis	8
547045	Neisseria sicca	23
360095	Bartonella bacilliformis	49
435258	Leishmania infantum	2501
537007	Blautia hansenii	1
585394	Roseburia hominis	13
9823	Sus scrofa	17660
289397	Mycoplasma bovis	233
5759	Entamoeba histolytica	5656
575788	Vibrio splendidus	299
941770	Lactobacillus fructivorans	29
177416	Francisella tularensis  tularensis	3151
644282	Desulfarculus baarsii	3
644283	Micromonospora aurantiaca	22
644281	Methanocaldococcus sp. FS40622	11
575540	Isosphaera pallida	12
335284	Psychrobacter cryohalolentis	28
335283	Nitrosomonas eutropha	78
857087	Methylomonas methanica	47
886377	Muricauda ruestringensis	7
267747	Propionibacterium acnes KPA171202	6
267748	Mycoplasma mobile	109
333990	Carnobacterium sp. AT7	1
1116231	Streptococcus macedonicus	63
9913	Bos taurus	328217
76869	Pseudomonas putida GB1	1
412597	Paracoccus sp. TRP	1
698737	Staphylococcus lugdunensis	138
342949	Pyrococcus sp. NA2	1
445971	Anaerofustis stercorihominis	1
445970	Alistipes putredinis	6
445973	Clostridium bartlettii	6
445972	Anaerotruncus colihominis	6
445975	Collinsella stercoris	2
445974	Clostridium ramosum	91
207954	Neptuniibacter caesariensis	5
999541	Burkholderia gladioli	49
593117	Thermococcus gammatolerans	16
279808	Staphylococcus haemolyticus	228
525919	Anaerococcus prevotii DSM20548	12
257310	Bordetella bronchiseptica	639
765177	Desulfurococcus mucosus	9
257313	Bordetella pertussis	4971
257314	Lactobacillus johnsonii	9
716544	Waddlia chondrophila	74
269484	Ehrlichia canis	320
634452	Acetobacter pasteurianus	182
481805	Escherichia coli ATCC8739	13
469596	Coprobacillus sp. 291	0
69293	Gasterosteus aculeatus	1040
420890	Lactococcus garvieae	288
396513	Staphylococcus carnosus	368
650150	Erysipelothrix rhusiopathiae	901
566461	Streptomyces ghanaensis	30
411483	Faecalibacterium prausnitzii A2165	0
555217	Zymomonas mobilis mobilis	826
572263	Mycoplasma conjunctivae	14
572265	Hamiltonella defensa	80
262719	Mycoplasma hyopneumoniae	350
413404	Ruthia magnifica	7
891974	Plautia stali	37
761193	Runella slithyformis	8
1074889	Blattabacterium sp. MADAR	0
404589	Anaeromyxobacter sp. Fw1095	12
405566	Lactobacillus helveticus	206
227882	Streptomyces avermitilis	403
710393	Helicobacter suis	152
227377	Coxiella burnetii	2111
515635	Dictyoglomus turgidum	16
488538	Puniceispirillum marinum	4
563037	Streptococcus sp. M143	1
871237	Streptococcus infantis SK1302	94
416870	Lactococcus lactis cremoris	705
498761	Heliobacterium modesticaldum	31
763034	Bacteroides fluxus	1
649761	Prevotella veroralis	17
649764	Slackia exigua	28
563038	Streptococcus sp. M334	1
162425	Emericella nidulans	71
670487	Oceanithermus profundus	5
481448	Methylacidiphilum infernorum	10
697329	Ruminococcus albus 7	101
879310	Selenomonas sp F0430	50
329726	Acaryochloris marina	120
742723	Lachnospiraceae bacterium 2146FAA	387
700015	Coriobacterium glomerans	9
679189	Prevotella timonensis	5
556263	Fusobacterium sp. D12	0
712898	Pantoea vagans	14
9598	Pan troglodytes	8981
176299	Agrobacterium tumefaciens C58	251
718252	Faecalibacterium prausnitzii L26	0
391295	Streptococcus suis	1047
9593	Gorilla gorilla	1803
718254	Enterobacter cloacae NCTC9394	4436
765420	Oscillochloris trichoides	18
484019	Thermosipho africanus	12
484018	Bacteroides plebeius	13
937774	Taylorella equigenitalis	55
345073	Vibrio cholerae O395	61
875328	Mycobacterium sp. JDM601	2
1007104	Sphingomonas sp. S17	1
1007105	Pusillimonas sp. T77	0
471853	Beutenbergia cavernae	5
471852	Thermomonospora curvata	51
471855	Slackia heliotrinireducens	4
471854	Dyadobacter fermentans	12
471857	Saccharomonospora viridis	35
471856	Jonesia denitrificans	15
290434	Borrelia garinii	6808
391165	Granulibacter bethesdensis	17
400668	Marinomonas sp. MWYL1	2
408672	Nocardioidaceae bacterium Broad1	55
388401	Rhodobacteraceae bacterium HTCC2150	1
743299	Acidithiobacillus ferrivorans	35
608506	Caldicellulosiruptor obsidiansis	13
658088	Lachnospiraceae bacterium 9143BFAA	387
83332	Mycobacterium tuberculosis H37Rv	45016
196627	Corynebacterium glutamicum	1299
444157	Thermoproteus neutrophilus	19
903814	Eubacterium limosum	119
384676	Pseudomonas entomophila	73
416269	Actinobacillus pleuropneumoniae 5b	51
502025	Haliangium ochraceum	14
254945	Ehrlichia ruminantium	306
765952	Parachlamydia acanthamoebae	81
443254	Marinitoga piezophila	9
443255	Streptomyces clavuligerus	413
137722	Azospirillum sp. B510	9
59463	Myotis lucifugus	341
291272	Blochmannia pennsylvanicus	5
629741	Kingella oralis	8
1064539	Azospirillum brasilense	499
1064535	Megasphaera elsdenii	5
110662	Synechococcus sp. CC9605	3
504474	Corynebacterium urealyticum	148
720555	Bacillus atrophaeus	266
331635	Chlamydophila pecorum	97
331636	Chlamydophila psittaci	1816
439235	Desulfatibacillum alkenivorans	7
5762	Naegleria gruberi	248
374463	Baumannia cicadellinicola	9
521000	Providencia rettgeri	280
521003	Collinsella intestinalis	2
644295	Methanohalobium evestigatum	1
593907	Cellvibrio gilvus	89
414684	Rhodospirillum centenum	18
1085623	Glaciecola nitratireducens	3
7739	Branchiostoma floridae	143
399742	Enterobacter sp. 638	8
399741	Serratia proteamaculans	103
383407	Xanthomonas oryzae	934
595537	Variovorax paradoxus EPS	5
381666	Ralstonia eutropha H16	285
4113	Solanum tuberosum	7683
382464	Verrucomicrobiae bacterium DG1235	25
225937	Marinobacter adhaerens	11
393595	Alcanivorax borkumensis	83
7425	Nasonia vitripennis	351
469618	Fusobacterium varium	123
469616	Fusobacterium mortiferum	89
469617	Fusobacterium ulcerans	17
469615	Fusobacterium gonidiaformans	20
469613	Enterobacteriaceae bacterium	374291
469610	Burkholderiales bacterium 1147	5
525903	Thermanaerovibrio acidaminovorans	7
525904	Thermobaculum terrenum	6
525909	Acidimicrobium ferrooxidans	15
292805	Wolbachia sp. Bm	0
273121	Wolinella succinogenes	170
93059	Prochlorococcus marinus MIT9211	1
511145	Escherichia coli K12 MG1655	169
5786	Dictyostelium purpureum	57
378753	Kocuria rhizophila	50
221109	Oceanobacillus iheyensis	43
1127134	Nocardia cyriacigeorgica	109
391623	Thermococcus barophilus	16
391625	Plesiocystis pacifica	10
391624	Oceanibulbus indolifex	6
411490	Anaerostipes caccae	21
579405	Dickeya dadantii Ech703	1
351607	Acidothermus cellulolyticus	63
351605	Geobacter uraniireducens	15
210007	Streptococcus mutans	8264
709991	Odoribacter splanchnicus	7
546270	Gemella haemolysans ATCC10379	106
546271	Selenomonas sputigena	54
546275	Fusobacterium periodonticum	51
374847	Korarchaeum cryptofilum	6
314262	Roseobacter sp. MED193	2
314260	Parvularcula bermudensis	7
314265	Pelagibaca bermudensis	5
675817	Photobacterium damselae	268
220341	Salmonella enterica CT18	36
489653	Neisseria lactamica	65
767031	Prevotella denticola	501
463191	Streptomyces sviceus	13
306901	Chaetomium globosum	275
306902	Clavispora lusitaniae	65
515622	Butyrivibrio proteoclasticus	34
515620	Eubacterium eligens	11
563040	Sulfurimonas autotrophica	6
251221	Gloeobacter violaceus	113
244592	Labrenzia alexandrii	3
4929	Pichia guilliermondii	328
879305	Anaerococcus prevotii ACS065VCol13	12
879309	Veillonella sp. F0412	125
879308	Peptoniphilus sp. F0436	27
499177	Clostridium sticklandii	25
204773	Herminiimonas arsenicoxydans	13
290339	Cronobacter sakazakii	440
386415	Clostridium novyi	245
634994	Leptotrichia hofstadii	3
768679	Thermoproteus tenax	70
768670	Calditerrivibrio nitroreducens	5
585503	Selenomonas noxia	35
391574	Vibrionales bacterium SWAT3	1
387093	Sulfurovum sp. NBC371	18
387092	Nitratiruptor sp. SB1552	5
289376	Thermodesulfovibrio yellowstonii	10
6334	Trichinella spiralis	1452
563192	Bilophila wadsworthia	13
45157	Cyanidioschyzon merolae	207
167555	Prochlorococcus marinus NATL1A	99
484022	Francisella philomiragia	84
70448	Ostreococcus tauri	139
59729	Taeniopygia guttata	834
658187	Legionella drancourtii	10
246199	Ruminococcus albus 8	103
411154	Gramella forsetii	9
499229	Tepidanaerobacter sp. Re1	1
997353	Prevotella pallens	18
573826	Candida dubliniensis	887
246194	Carboxydothermus hydrogenoformans	59
246195	Dichelobacter nodosus	142
246196	Mycobacterium smegmatis	2031
246197	Myxococcus xanthus	895
457405	Fusobacterium sp. 71	13
608538	Hydrogenobacter thermophilus	119
608534	Oribacterium sp. F0262	2
311403	Agrobacterium radiobacter	3188
311402	Agrobacterium vitis	86
243232	Methanocaldococcus jannaschii	122
243233	Methylococcus capsulatus	153
243230	Deinococcus radiodurans	887
888832	Prevotella salivae	9
290512	Prosthecochloris aestuarii	54
394503	Clostridium cellulolyticum	72
927666	Streptococcus oralis Uo5	5
665029	Erwinia amylovora	277
634177	Gluconacetobacter xylinus	410
333668	Theileria parva	386
596154	Alicycliphilus denitrificans	20
309801	Thermomicrobium roseum	21
1071381	Tetrapisispora phaffii	7
264730	Pseudomonas syringae phaseolicola	276
264731	Prevotella ruminicola	14
85963	Helicobacter pylori J99	125
85962	Helicobacter pylori 26695	336
634176	Aggregatibacter aphrophilus	27
76114	Aromatoleum aromaticum	48
903510	Vibrio furnissii	92
123214	Persephonella marina	12
451757	Clostridium perfringens NCTC8239	3
862719	Azospirillum lipoferum	22
234267	Solibacter usitatus	8
207559	Desulfovibrio alaskensis	45
186497	Pyrococcus furiosus	873
525246	Actinomyces urogenitalis	8
525244	Acinetobacter sp. ATCC27244	1351
525245	Actinomyces coleocanis	1
645465	Streptomyces sp. e14	0
318586	Paracoccus denitrificans PD1222	14
8128	Oreochromis niloticus	4060
521011	Methanosphaerula palustris	3
521010	Borrelia bissettii	78
296591	Polaromonas sp. JS666	11
412419	Borrelia duttonii	69
288000	Bradyrhizobium sp. BTAi1	12
531844	Flavobacteriaceae bacterium 351910	4471
170187	Streptococcus pneumoniae TIGR4	158
645512	Jonquetella anthropi	5
373153	Streptococcus pneumoniae D39	285
228405	Hyphomonas neptunium	8
370354	Entamoeba dispar	779
96561	Desulfococcus oleovorans	1
401053	Terriglobus saanensis	5
522373	Stenotrophomonas maltophilia K279a	26
1075399	Blattabacterium sp. Cpu	0
469606	Fusobacterium sp. 4113	0
398578	Delftia acidovorans	68
398579	Shewanella pealeana	6
652103	Rhodopseudomonas palustris DX1	0
140110	Necteria haematococca	0
318161	Shewanella denitrificans	27
523794	Leptotrichia buccalis	95
318167	Shewanella frigidimarina	63
523791	Kangiella koreensis	8
273116	Thermoplasma volcanium	38
309800	Haloferax volcanii	316
273119	Ureaplasma parvum	2244
158190	Sphaerochaeta pleomorpha	3
309803	Thermotoga neapolitana	65
93062	Staphylococcus aureus COL	240
93061	Staphylococcus aureus NCTC8325	51
309807	Salinibacter ruber	73
929506	Clostridium botulinum BKT015925	2
348780	Natronomonas pharaonis	123
391619	Phaeobacter gallaeciensis	36
592316	Pantoea sp. At9b	213
391616	Octadecabacter antarcticus 238	1
391612	Cyanothece sp. CCY0110	115
391613	Roseovarius sp. TM1035	55
401473	Bifidobacterium dentium	86
709986	Deinococcus maricopensis	4
551115	Nostoc azollae	9
702438	Prevotella oulorum	3
314278	Nitrococcus mobilis	8
546269	Filifactor alocis	81
546268	Neisseria subflava	128
314271	Maritimibacter alkaliphilus	5
546263	Neisseria elongata	17
546262	Neisseria cinerea	10
314277	Marinomonas sp. MED121	50
314276	Idiomarina baltica	40
635013	Thermincola potens	5
865938	Weeksella virosa	22
309798	Coprothermobacter proteolyticus	11
309799	Dictyoglomus thermophilum	38
1005090	Buchnera aphidicola Ak	0
404380	Geobacter bemidjiensis	19
489825	Moorea producta	1
649743	Actinomyces sp. 848	4
372461	Buchnera aphidicola BCc	8
498742	Borrelia spielmanii	70
679190	Prevotella buccalis	28
3702	Arabidopsis thaliana	45738
755732	Fluviicola taffensis	5
983920	Novosphingobium nitrogenifigens	6
755731	Clostridium sp. BNL1100	5
313612	Lyngbya sp. PCC	6
420246	Geobacillus thermodenitrificans	105
697303	Thermoanaerobacter wiegelii	8
546267	Neisseria polysaccharea	76
546266	Neisseria mucosa ATCC25996	410
362976	Haloquadratum walsbyi	51
287752	Aurantimonas manganoxydans	7
717959	Alistipes shahii	2
314275	Alteromonas macleodii	90
36870	Wigglesworthia glossinidia Gb	0
518766	Rhodothermus marinus	145
376619	Francisella tularensis holarctica	305
500637	Providencia rustigianii	20
379508	Lodderomyces elongisporus	61
500635	Mitsuokella multacida	6
572479	Halanaerobium praevalens	2
500633	Clostridium hiranonis	8
649349	Leadbetterella byssophila	5
572477	Allochromatium vinosum	133
535289	Acidovorax ebreus	4
500639	Enterobacter cancerogenus	36
349307	Methanosaeta thermophila	130
458233	Macrococcus caseolyticus	36
146891	Prochlorococcus marinus  AS9601	1
167546	Prochlorococcus marinus MIT9301	1
265072	Methylobacillus flagellatus	34
9685	Felis catus	131626
167542	Prochlorococcus marinus MIT9515	1
455632	Streptomyces griseus	1208
553190	Gardnerella vaginalis 40905	0
910314	Dialister microaerophilus	1
911045	Pseudovibrio sp. FOBEG1	24
582402	Hirschia baltica	8
402880	Methanococcus maripaludis C5	4
402881	Parvibaculum lavamentivorans	16
633131	Thalassiobium sp. R2A62	205044
10116	Rattus norvegicus	1536193
471870	Bacteroides intestinalis	38
9669	Mustela putorius	5403
626523	Shuttleworthia satelles	5
436114	Sulfurihydrogenibium sp. YO3AOP1	0
619693	Prevotella sp. F0295	302
1052684	Paenibacillus polymyxa M1	4
349163	Acidiphilium cryptum	37
349161	Desulfotomaculum reducens	11
1042156	Clostridium sp. SY8519	0
644284	Arcanobacterium haemolyticum	154
699246	Clostridiales sp. BVAB3	0
426355	Methylobacterium radiotolerans	36
714943	Mucilaginibacter paludis	5
373903	Halothermothrix orenii	26
717773	Thioalkalimicrobium cyclicum	3
717774	Marinomonas mediterranea	39
313598	Polaribacter sp. MED152	4
626418	Burkholderia glumae	125
313590	Dokdonia donghaensis	6
584708	Aminomonas paucivorans	2
313595	Psychroflexus torquis	12
313594	Polaribacter irgensii	11
313596	Robiginitalea biformata	7
621372	Paenibacillus sp. D14	0
